Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842428,d,2022-01-05 10:04:12.750,27.70611198,,1.343065191,28.96304862,,7.150896563,,28,,,,,0.547108017,,,,,,,,,,6.1263349,,,,,,,,27.9932655,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842429,d,2022-01-05 10:04:13.500,28.71811247,,1.33968116,28.98480561,,7.17106305,,29,,,,,0.547194511,,,,,,,,,,6.108078814,,,,,,,,27.99968791,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842430,d,2022-01-05 10:04:14.250,29.71322958,,1.315634151,29.01683243,,7.195208188,,30,,,,,0.528492959,,,,,,,,,,6.090634805,,,,,,,,28.01382427,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842431,d,2022-01-05 10:04:15.000,30.69338032,,1.25745049,29.04215263,,7.212798625,,31,,,,,0.528319586,,,,,,,,,,6.077532159,,,,,,,,28.02614039,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842432,d,2022-01-05 10:04:15.750,31.6482619,,1.365324104,29.05467331,,7.223369228,,32,,,,,0.520536343,,,,,,,,,,6.068355609,,,,,,,,28.03052766,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842433,d,2022-01-05 10:04:16.500,32.64607773,,1.268068342,29.07178508,,7.2359103,,33,,,,,0.504767449,,,,,,,,,,6.061451544,,,,,,,,28.03810549,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842434,d,2022-01-05 10:04:17.333,33.70949096,,1.244004433,29.08497764,,7.24586865,,34,,,,,0.497528182,,,,,,,,,,6.056202056,,,,,,,,28.04362422,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842435,d,2022-01-05 10:04:18.167,34.75323802,,1.290735095,29.08791411,,7.24769435,,35,,,,,0.506112699,,,,,,,,,,6.05082038,,,,,,,,28.04483178,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842436,d,2022-01-05 10:04:18.917,35.73535617,,1.285133501,29.09311561,,7.252408188,,36,,,,,0.505648529,,,,,,,,,,6.045186009,,,,,,,,28.04613315,,,,,,,,,,,,,,,,,
18541,QOMA1,QU39,,,50.0295637,-125.0995951,,,242.1768,,10842437,d,2022-01-05 10:04:19.667,36.64725244,,1.177103494,29.09842454,,7.25686855,,37,,,,,0.510804935,,,,,,,,,,6.03918275,,,,,,,,28.04778309,,,,,,,,,,,,,,,,,
