work_area,survey,site_id,latitude,longitude,preciseLat,preciseLon,depth,line_out_depth,pressure_transducer_depth,time,phaeo_20um,phaeo_3_20um,phaeo_2_20um,phaeo_gff_2um,phaeo_gff_3um,phaeo_bulk_gff,chla_20um,chla_2_20um,chla_3_20um,chla_gff_2um,chla_gff_3um,chla_bulk_gff
,,,degrees_north,degrees_east,degrees_north,degrees_east,m,m,m,UTC,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,0,0,NaN,2019-11-26T09:39:21Z,0.157761448,0.188990604,NaN,NaN,0.165024874,0.387804713,0.470164704,NaN,0.46657839,NaN,0.302225621,0.983453967
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,5.8185747,5,5.8185747,2019-11-26T09:39:21Z,0.121052955,0.156437971,NaN,NaN,0.138885124,0.344328536,0.186471635,NaN,0.243707073,NaN,0.1841059,0.530558275
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,10.727311,10,10.727311,2019-11-26T09:39:21Z,0.10512368,0.109131307,NaN,NaN,0.114209198,0.307144418,0.157572043,NaN,0.112435941,NaN,0.109325065,0.320859849
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,20.3186461,20,20.3186461,2019-11-26T09:39:21Z,0.099005337,0.098015373,NaN,NaN,0.087572571,0.275262825,0.122728038,NaN,0.089627307,NaN,0.065759915,0.244993525
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,30.4331184,30,30.4331184,2019-11-26T09:39:21Z,0.101169156,0.102271581,NaN,NaN,0.076313238,0.253036436,0.107684421,NaN,0.06741488,NaN,0.039076171,0.161131148
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,96.9836009,100,96.9836009,2019-11-26T09:39:21Z,NaN,NaN,NaN,NaN,NaN,0.19044346,NaN,NaN,NaN,NaN,NaN,0.079591546
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650427,-127.952258,309.534653,325,309.534653,2019-11-26T09:39:21Z,NaN,NaN,NaN,NaN,NaN,0.110918063,NaN,NaN,NaN,NaN,NaN,0.01365358
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,0,0,NaN,2019-08-03T09:12:54Z,0.174275952,0.226318893,NaN,NaN,0.326362903,0.225815102,0.56196088,NaN,0.544047039,NaN,0.445032138,0.917123916
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,5.5430193,5,5.5430193,2019-08-03T09:12:54Z,0.2559715,0.268898882,NaN,NaN,0.127947288,0.832501108,0.763887654,NaN,0.758791659,NaN,0.380515553,2.144731521
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,10.881053,10,10.881053,2019-08-03T09:12:54Z,0.375217095,0.240781536,NaN,NaN,0.269481413,0.773222128,0.496337548,NaN,0.492400205,NaN,0.418955824,1.397633082
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,19.8320422,20,19.8320422,2019-08-03T09:12:54Z,0.224405306,0.210237602,NaN,NaN,0.212995532,0.555192453,0.234491311,NaN,0.18685045,NaN,0.171218157,0.604487291
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,30,30,NaN,2019-08-03T09:12:54Z,0.172299357,0.104953167,NaN,NaN,0.16292665,0.414131449,0.068875518,NaN,0.05701793,NaN,0.049419499,0.216472505
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,100,100,NaN,2019-08-03T09:12:54Z,NaN,NaN,NaN,NaN,NaN,0.125510552,NaN,NaN,NaN,NaN,NaN,0.031912831
CALVERT,KWAK,KC10,51.6505,-127.9516,51.650765,-127.950801,325,325,NaN,2019-08-03T09:12:54Z,NaN,NaN,NaN,NaN,NaN,0.205582291,NaN,NaN,NaN,NaN,NaN,0.02648983
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,0,0,NaN,2019-04-18T09:25:02Z,0.368562864,0.135310478,NaN,NaN,0.26745714,0.81331344,0.486253983,NaN,0.131856846,NaN,0.136914776,0.841873214
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,6.2188644,5,6.2188644,2019-04-18T09:25:02Z,0.393858229,0.326445405,NaN,NaN,0.291175281,0.857880738,0.397898224,NaN,0.24919622,NaN,0.099486091,0.80329741
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,11.1019656,10,11.1019656,2019-04-18T09:25:02Z,0.431267645,0.378242806,NaN,NaN,0.24036553,1.221889983,0.338167352,NaN,0.381333357,NaN,0.084701016,0.788624231
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,20.3995093,20,20.3995093,2019-04-18T09:25:02Z,0.353454752,0.324715887,NaN,NaN,0.254953397,0.835292607,0.365247177,NaN,0.341335912,NaN,0.072728658,0.724698785
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,29.9961367,30,29.9961367,2019-04-18T09:25:02Z,0.387749495,0.214535503,NaN,NaN,0.262041899,0.896324644,0.404265333,NaN,0.194105725,NaN,0.113635608,0.790757549
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,100,100,NaN,2019-04-18T09:25:02Z,NaN,NaN,NaN,NaN,NaN,0.555721192,NaN,NaN,NaN,NaN,NaN,0.083623105
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654355,-128.130621,314.6158924,325,314.6158924,2019-04-18T09:25:02Z,NaN,NaN,NaN,NaN,NaN,0.471895225,NaN,NaN,NaN,NaN,NaN,0.054609501
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,0,0,NaN,2020-01-14T10:20:26Z,0.061024258,0.062099747,NaN,NaN,0.152704306,0.227226745,0.037971588,NaN,0.064665834,NaN,0.08706729,0.205938358
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,10.3792149,10,10.3792149,2020-01-14T10:20:26Z,0.052315372,0.067715252,NaN,NaN,0.108256188,0.207073963,0.023760943,NaN,0.047859371,NaN,0.059373478,0.160115352
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,19.9041394,20,19.9041394,2020-01-14T10:20:26Z,0.05485316,0.040283706,NaN,NaN,0.092070105,0.183769766,0.030387008,NaN,0.031795662,NaN,0.060829389,0.124608788
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,29.9191148,30,29.9191148,2020-01-14T10:20:26Z,0.057887258,0.066771217,NaN,NaN,0.098979333,0.161102046,0.029665259,NaN,0.057711353,NaN,0.055257308,0.090659333
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,93.483878,100,93.483878,2020-01-14T10:20:26Z,NaN,NaN,NaN,NaN,NaN,0.163031877,NaN,NaN,NaN,NaN,NaN,0.061659975
CALVERT,KWAK,KC10,51.6505,-127.9516,51.654374,-128.130555,296.8999518,325,296.8999518,2020-01-14T10:20:26Z,NaN,NaN,NaN,NaN,NaN,0.143667002,NaN,NaN,NaN,NaN,NaN,0.017855196
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,0,0,NaN,2019-03-13T09:57:13Z,0.216998705,0.098545348,NaN,NaN,0.263918872,0.607627195,0.823694654,NaN,0.176301464,NaN,0.379378239,1.585078142
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,0,0,NaN,2019-06-10T08:34:10Z,0.649502001,0.324702431,NaN,NaN,0.294358073,1.271073025,2.153176697,NaN,0.703902845,NaN,0.456619482,3.435403151
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,0,0,NaN,2019-09-01T08:49:13Z,0.352886428,0.802290409,NaN,NaN,0.49501476,1.44428566,1.750463242,NaN,2.40887084,NaN,1.235712982,5.223458069
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,0,0,NaN,2020-02-11T09:27:20Z,0.050753828,0.068172254,NaN,NaN,0.146873668,0.313330068,0.086996643,NaN,0.106993221,NaN,0.272450573,0.660355357
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,5.7034921,5,5.7034921,2019-09-01T08:49:13Z,0.229584989,0.591020103,NaN,NaN,0.422883265,1.214380652,0.823285752,NaN,2.418840211,NaN,1.252036198,4.181551489
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,5.9247763,5,5.9247763,2020-02-11T09:27:20Z,0.069808945,0.079751183,NaN,NaN,0.094316525,0.186810745,0.061377385,NaN,0.14254561,NaN,0.104230809,0.262723179
CALVERT,KWAK,KC10,51.6505,-127.9516,NaN,NaN,6.3645253,5,6.3645253,2019-06-10T08:34:10Z,1.047309515,0.487253791,NaN,NaN,0.367034361,1.657993924,3.457942561,NaN,1.074940066,NaN,0.623617236,4.682668172
